StationID,Taxa,Abundance,Spell Checker
SoCal,Malmgreniella sp,1,Correct
SoCal,Mayerella acanthopoda,1,Correct
SoCal,Nassarius tiarula,1,Correct
SoCal,Neotrypaea sp,1,Correct
SoCal,Paradexamine sp SD1,1,Correct
SoCal,Paranemertes californica,1,Correct
SoCal,Protohyale frequens,1,Correct
SoCal,Rudilemboides sp,1,Correct
SoCal,Bemlos macromanus,1,Correct
SoCal,Diadumene sp,1,Correct
SoCal,Polydora nuchalis,1,Correct
SoCal,Anoplodactylus viridintestinalis,1,Correct
SoCal,Brania sp,1,Correct
SoCal,Demonax sp,1,Correct
SoCal,Dipolydora sp,1,Correct
SoCal,Goniada littorea,1,Correct
SoCal,Marphysa angelensis,1,Correct
SoCal,Sphenia fragilis,1,Correct
SoCal,Aphelochaeta monilaris,1,Correct
SoCal,Axinopsida serricata,1,Correct
SoCal,Cadulus aberrans,1,Correct
SoCal,Compsomyax subdiaphana,1,Correct
SoCal,Cylichna diegensis,1,Correct
SoCal,Edwardsia sp G,1,Correct
SoCal,Euclymeninae,1,Correct
SoCal,Laonice cirrata,1,Correct
SoCal,Nuculana taphria,1,Correct
SoCal,Paramage scutata,1,Correct
SoCal,Parougia sp,1,Correct
SoCal,Pinnixa sp,1,Correct
SoCal,Pista wui,1,Correct
SoCal,Rictaxis punctocaelatus,1,Correct
SoCal,Rochefortia tumida,1,Correct
SoCal,Scoletoma sp A,1,Correct
SoCal,Sigambra tentaculata,1,Correct
SoCal,Terebellides californica,1,Correct
SoCal,Thyasira flexuosa,1,Correct
SoCal,Volvulella panamica,1,Correct
SoCal,Westwoodilla caecula,1,Correct
SoCal,Pseudofabriciola californica,1,Correct
SoCal,Apionsoma misakianum,1,Correct
SoCal,Glycera nana,1,Correct
SoCal,Leporimetis obesa,1,Correct
SoCal,Macoma yoldiformis,1,Correct
SoCal,Parvilucina tenuisculpta,1,Correct
SoCal,Pectinaria californiensis,1,Correct
SoCal,Pennatulacea,1,Correct
SoCal,Prionospio (Prionospio) jubata,1,Correct
SoCal,Rochefortia grippi,1,Correct
SoCal,Scyphoproctus oculatus,1,Correct
SoCal,Ampithoe valida,1,Correct
SoCal,Chironomidae,1,Correct
SoCal,Geukensia demissa,1,Correct
SoCal,Harpacticoida,1,Correct
SoCal,Marphysa stylobranchiata,1,Correct
SoCal,Podocopida,1,Correct
SoCal,Cancer gracilis,1,Correct
SoCal,Euchone incolor,1,Correct
SoCal,Heteromysis odontops,1,Correct
SoCal,Neomysis sp,1,Correct
SoCal,Nephtys cornuta,1,Correct
SoCal,Autolytus sp,1,Correct
SoCal,Edwardsia californica,1,Correct
SoCal,Listriella melanica,1,Correct
SoCal,Lumbrineris erecta,1,Correct
SoCal,Microspio pigmentata,1,Correct
SoCal,Scolanthus sp B,1,Correct
SoCal,Amaeana occidentalis,1,Correct
SoCal,Amphicteis scaphobranchiata,1,Correct
SoCal,Anotomastus gordiodes,1,Correct
SoCal,Euclymeninae sp A,1,Correct
SoCal,Pareurythoe californica,1,Correct
SoCal,Phyllodoce hartmanae,1,Correct
SoCal,Phyllodoce longipes,1,Correct
SoCal,Praxillella pacifica,1,Correct
SoCal,Scoletoma sp B,1,Correct
SoCal,Spiochaetopterus costarum,1,Correct
SoCal,Aphrodita sp,1,Correct
SoCal,Asteropella slatteryi,1,Correct
SoCal,Vargula tsujii,1,Correct
SoCal,Zaolutus actius,1,Correct
SoCal,Thysanocardia nigra,1,Correct
SoCal,Ampelisca brachycladus,1,Correct
SoCal,Ampelisca brevisimulata,1,Correct
SoCal,Ampelisca cristata,1,Correct
SoCal,Aphelochaeta glandaria Cmplx,1,Correct
SoCal,Diopatra tridentata,1,Correct
SoCal,Levinsenia gracilis,1,Correct
SoCal,Listriella goleta,1,Correct
SoCal,Nephtys ferruginea,1,Correct
SoCal,Petaloclymene pacifica,1,Correct
SoCal,Tellina modesta,1,Correct
SoCal,Tenonia priops,1,Correct
SoCal,Caprella alaskana,1,Correct
SoCal,Corymorpha sp,1,Correct
SoCal,Sphaerosyllis californiensis,1,Correct
SoCal,Venerupis philippinarum,1,Correct
SoCal,Lumbrineris japonica,1,Correct
SoCal,Naushonia macginitiei,1,Correct
SoCal,Hydroides elegans,1,Correct
SoCal,Crepipatella dorsata,1,Correct
SoCal,Halosydna johnsoni,1,Correct
SoCal,Iselica ovoidea,1,Correct
SoCal,Macoma indentata,1,Correct
SoCal,Pherusa negligens,1,Correct
SoCal,Scolelepis (Scolelepis) sp,1,Correct
SoCal,Scoletoma tetraura Cmplx,1,Correct
SoCal,Axiothella sp,1,Correct
SoCal,Jassa slatteryi,1,Correct
SoCal,Mytilus sp,1,Correct
SoCal,Tellina cadieni,1,Correct
SoCal,Foxiphalus obtusidens,1,Correct
SoCal,Hemiproto sp A,1,Correct
SoCal,Listriella eriopisa,1,Correct
SoCal,Mayerella banksia,1,Correct
SoCal,Pholoe sp,1,Correct
SoCal,Aphelochaeta petersenae,1,Correct
SoCal,Kurtzina beta,1,Correct
SoCal,Marphysa disjuncta,1,Correct
SoCal,Metasychis disparidentatus,1,Correct
SoCal,Acteocina harpa,1,Correct
SoCal,Alienacanthomysis macropsis,1,Correct
SoCal,Ancistrosyllis groenlandica,1,Correct
SoCal,Aricidea (Acmira) horikoshii,1,Correct
SoCal,Chone albocincta,1,Correct
SoCal,Chone mollis,1,Correct
SoCal,Chone veleronis,1,Correct
SoCal,Crangon nigromaculata,1,Correct
SoCal,Dentaliidae,1,Correct
SoCal,Drilonereis longa,1,Correct
SoCal,Ensis myrae,1,Correct
SoCal,Glycinde armigera,1,Correct
SoCal,Goniada maculata,1,Correct
SoCal,Hesperonoe laevis,1,Correct
SoCal,Kurtziella plumbea,1,Correct
SoCal,Lysippe sp,1,Correct
SoCal,Nassarius perpinguis,1,Correct
SoCal,Owenia collaris,1,Correct
SoCal,Podarkeopsis glabrus,1,Correct
SoCal,Poecilochaetus johnsoni,1,Correct
SoCal,Prionospio (Prionospio) dubia,1,Correct
SoCal,Rhamphidonta retifera,1,Correct
SoCal,Scalibregma californicum,1,Correct
SoCal,Solamen columbianum,1,Correct
SoCal,Solen sicarius,1,Correct
SoCal,Syllis (Ehlersia) hyperioni,1,Correct
SoCal,Vitrinella cf stearnsi,1,Correct
SoCal,Edotia sublittoralis,1,Correct
SoCal,Lumbrineris limicola,1,Correct
SoCal,Odostomia sp,1,Correct
SoCal,Molgula sp,1,Correct
SoCal,Cirrophorus furcatus,1,Correct
SoCal,Gnathiidae,1,Correct
SoCal,Lucinisca nuttalli,1,Correct
SoCal,Marphysa sp A,1,Correct
SoCal,Neverita reclusiana,1,Correct
SoCal,Photis brevipes,1,Correct
SoCal,Poecilochaetus sp A,1,Correct
SoCal,Elasmopus bampo,1,Correct
SoCal,Eumida longicornuta,1,Correct
SoCal,Nereis latescens,1,Correct
SoCal,Tellina carpenteri,1,Correct
SoCal,Apistobranchus ornatus,1,Correct
SoCal,Malacoplax californiensis,1,Correct
SoCal,Drilonereis nuda,1,Correct
SoCal,Gymnonereis crosslandi,1,Correct
SoCal,Rutiderma judayi,1,Correct
SoCal,Pherusa neopapillata,1,Correct
SoCal,Scolanthus sp A,1,Correct
SoCal,Araphura breviaria,1,Correct
SoCal,Aricidea (Acmira) catherinae,1,Correct
SoCal,Bispira sp,1,Correct
SoCal,Columbiaemysis ignota,1,Correct
SoCal,Mysidopsis intii,1,Correct
SoCal,Pachynus barnardi,1,Correct
SoCal,Podarkeopsis sp A,1,Correct
SoCal,Chione californiensis,1,Correct
SoCal,Tellina idae,1,Correct
SoCal,Aricidea (Aedicira) sp,1,Correct
SoCal,Chaetozone columbiana,1,Correct
SoCal,Eranno lagunae,1,Correct
SoCal,Eusarsiella thominx,1,Correct
SoCal,Gastropteron pacificum,1,Correct
SoCal,Laticorophium baconi,1,Correct
SoCal,Leitoscoloplos panamensis,1,Correct
SoCal,Lumbrineris californiensis,1,Correct
SoCal,Ophiuroconis bispinosa,1,Correct
SoCal,Rochefortia coani,1,Correct
SoCal,Sthenelais tertiaglabra,1,Correct
SoCal,Sthenelanella uniformis,1,Correct
SoCal,Alia carinata,1,Correct
SoCal,Erichsonella crenulata,1,Correct
SoCal,Tectura depicta,1,Correct
SoCal,Crepidula onyx,1,Correct
SoCal,Kellia sp,1,Correct
SoCal,Maera similis,1,Correct
SoCal,Nicolea sp,1,Correct
SoCal,Hippomedon sp,1,Correct
SoCal,Tubulariidae,1,Correct
SoCal,Caecum californicum,1,Correct
SoCal,Erato columbella,1,Correct
SoCal,Rochefortia compressa,1,Correct
SoCal,Vitrinella oldroydi,1,Correct
SoCal,Acuminodeutopus heteruropus,1,Correct
SoCal,Caecum occidentale,1,Correct
SoCal,Caprella equilibra,1,Correct
SoCal,Janiralata sp,1,Correct
SoCal,Naineris dendritica,1,Correct
SoCal,Ophiactis simplex,1,Correct
SoCal,Ophiodromus pugettensis,1,Correct
SoCal,Protocirrineris sp A,1,Correct
SoCal,Protocirrineris sp B,1,Correct
SoCal,Anemonactis sp,1,Correct
SoCal,Caprella verrucosa,1,Correct
SoCal,Glottidia albida,1,Correct
SoCal,Leuroleberis sharpei,1,Correct
SoCal,Potamethus sp A,1,Correct
SoCal,Sarsiellidae sp SD1,1,Correct
SoCal,Sigalion spinosus,1,Correct
SoCal,Argopecten ventricosus,1,Correct
SoCal,Caulleriella pacifica,1,Correct
SoCal,Hemipodia borealis,1,Correct
SoCal,Apionsoma murinae,1,Correct
SoCal,Botryllus sp,1,Correct
SoCal,Raeta undulata,1,Correct
SoCal,Schmittius politus,1,Correct
SoCal,Drilonereis mexicana,1,Correct
SoCal,Timarete sp,1,Correct
SoCal,Polydora cornuta,1,Correct
SoCal,Boccardia proboscidea,1,Correct
SoCal,Polydora cirrosa,1,Correct
SoCal,Anoropallene palpida,1,Correct
SoCal,Trachycardium quadragenarium,1,Correct
SoCal,Acanthina spirata,1,Correct
SoCal,Berthella sp,1,Correct
SoCal,Cancer antennarius,1,Correct
SoCal,Gammaropsis thompsoni,1,Correct
SoCal,Lottia ochracea,1,Correct
SoCal,Megamoera subtener,1,Correct
SoCal,Micropodarke dubia,1,Correct
SoCal,Neosabellaria cementarium,1,Correct
SoCal,Paleanotus bellis,1,Correct
SoCal,Petricola carditoides,1,Correct
SoCal,Pterocirrus montereyensis,1,Correct
SoCal,Syllides sp,1,Correct
SoCal,Lirobittium sp,1,Correct
SoCal,Ampithoe plumulosa,1,Correct
SoCal,Cumingia californica,1,Correct
SoCal,Deltamysis sp A,1,Correct
SoCal,Modiolus sp,1,Correct
SoCal,Simomactra sp,1,Correct
SoCal,Mysidopsis californica,1,Correct
SoCal,Podocerus cristatus,1,Correct
SoCal,Ctenodrilus serratus,1,Correct
SoCal,Rochefortia mortoni,1,Correct
SoCal,Sulcoretusa xystrum,1,Correct
SoCal,Argissa hamatipes,1,Correct
SoCal,Campylaspis rubromaculata,1,Correct
SoCal,Cancer jordani,1,Correct
SoCal,Carazziella sp,1,Correct
SoCal,Portunus xantusii,1,Correct
SoCal,Diastylis crenellata,1,Correct
SoCal,Exosphaeroma rhomburum,1,Correct
SoCal,Granulina margaritula,1,Correct
SoCal,Heterophoxus oculatus,1,Correct
SoCal,Pitar newcombianus,1,Correct
SoCal,Semele venusta,1,Correct
SoCal,Ammothea hilgendorfi,1,Correct
SoCal,Ostrea sp,1,Correct
SoCal,Syllis (Syllis) gracilis,1,Correct
SoCal,Pacifacanthomysis nephrophthalma,1,Correct
SoCal,Parandalia fauveli,1,Correct
SoCal,Sabellides manriquei,1,Correct
SoCal,Amphioplus strongyloplax,1,Correct
SoCal,Edotia sp B,1,Correct
SoCal,Ephesiella brevicapitis,1,Correct
SoCal,Foxiphalus golfensis,1,Correct
SoCal,Nuculana elenensis,1,Correct
SoCal,Tellina meropsis,1,Correct
SoCal,Agnezia septentrionalis,1,Correct
SoCal,Listriella diffusa,1,Correct
SoCal,Limaria hemphilli,1,Correct
SoCal,Bunodeopsis sp A,1,Correct
SoCal,Philomedes dentata,1,Correct
SoCal,Piromis sp SD1,1,Correct
SoCal,Thelepus hamatus,1,Correct
SoCal,Ambidexter panamensis,1,Correct
SoCal,Podochela hemphillii,1,Correct
SoCal,Chione undatella,1,Correct
SoCal,Hyalidae,1,Correct
SoCal,Nephtys simoni,1,Correct
SoCal,Pionosyllis sp,1,Correct
SoCal,Apolochus barnardi,1,Correct
SoCal,Monoculodes sp,1,Correct
SoCal,Oxyurostylis tertia,1,Correct
SoCal,Anoplodactylus nodosus,1,Correct
SoCal,Aplysiopsis enteromorphae,1,Correct
SoCal,Micropleustes nautilus,1,Correct
SoCal,Macrochaeta sp,1,Correct
SoCal,Pseudotanais sp,1,Correct
SoCal,Anadara multicostata,1,Correct
SoCal,Aoroides spinosa,1,Correct
SoCal,Diastylopsis tenuis,1,Correct
SoCal,Joeropsis dubia,1,Correct
SoCal,Lophopanopeus bellus,1,Correct
SoCal,Naineris uncinata,1,Correct
SoCal,Nasagenia quinsana,1,Correct
SoCal,Alabina phalacra,1,Correct
SoCal,Gibberosus myersi,1,Correct
SoCal,Atylus tridens,1,Correct
SoCal,Crangon alaskensis,1,Correct
SoCal,Zeuxo normani,1,Correct
SoCal,Eogammarus confervicolus Cmplx,1,Correct
SoCal,Janiropsis tridens,1,Correct
SoCal,Eulithidium sp,1,Correct
SoCal,Sigambra bassi,1,Correct
SoCal,Aricidea (Aricidea) wassi,1,Correct
SoCal,Caulleriella apicula,1,Correct
SoCal,Pontogeneia rostrata,1,Correct
SoCal,Bullomorpha sp A,1,Correct
SoCal,Chone ecaudata,1,Correct
SoCal,Hirudinea,1,Correct
SoCal,Holmesimysis costata,1,Correct
SoCal,Jassa sp,1,Correct
SoCal,Lacuna unifasciata,1,Correct
SoCal,Synidotea harfordi,1,Correct
SFBay,Amaeana occidentalis,1,Correct
SFBay,Ampelisca abdita,1,Correct
SFBay,Caprella californica,1,Correct
SFBay,Cirriformia sp,1,Correct
SFBay,Dorvillea (Schistomeringos) sp,1,Correct
SFBay,Glycinde polygnatha,1,Correct
SFBay,Harmothoe imbricata Cmplx,1,Correct
SFBay,Leitoscoloplos pugettensis,1,Correct
SFBay,Leptochelia dubia,1,Correct
SFBay,Monocorophium acherusicum,1,Correct
SFBay,Nippoleucon hinumensis,1,Correct
SFBay,Oligochaeta,1,Correct
SFBay,Paranthura elegans,1,Correct
SFBay,Pseudopolydora paucibranchiata,1,Correct
SFBay,Sabaco elongatus,1,Correct
SFBay,Sinocorophium alienense,1,Correct
SFBay,Synidotea laevidorsalis,1,Correct
SFBay,Theora lubrica,1,Correct
SFBay,Cossura pygodactylata,1,Correct
SFBay,Exogone lourei,1,Correct
SFBay,Nuculanidae,1,Correct
SFBay,Photis brevipes,1,Correct
SFBay,Streblospio benedicti,1,Correct
SFBay,Capitella capitata Cmplx,1,Correct
SFBay,Eudorella pacifica,1,Correct
SFBay,Mediomastus sp,1,Correct
SFBay,Nephtys cornuta,1,Correct
SFBay,Spiophanes berkeleyorum,1,Correct
SFBay,Turbellaria,1,Correct
SFBay,Eusarsiella zostericola,1,Correct
SFBay,Gemma gemma,1,Correct
SFBay,Grandidierella japonica,1,Correct
SFBay,Heteromastus filiformis,1,Correct
SFBay,Neanthes succinea,1,Correct
SFBay,Polydora cornuta,1,Correct
SFBay,Venerupis philippinarum,1,Correct
SFBay,Euchone limnicola,1,Correct
SFBay,Dipolydora sp,1,Correct
SFBay,Musculista senhousia,1,Correct
SFBay,Philine sp,1,Correct
SFBay,Marphysa sanguinea,1,Correct
SFBay,Molgula sp,1,Correct
SFBay,Crepidula convexa,1,Correct
SFBay,Gnorimosphaeroma oregonense,1,Correct
SFBay,Potamocorbula amurensis,1,Correct
SFBay,Americorophium spinicorne,1,Correct
SFBay,Pseudopolydora kempi,1,Correct
SFBay,Sphaerosyllis californiensis,1,Correct
SFBay,Tharyx sp,1,Correct
SFBay,Nephtys caecoides,1,Correct
SFBay,Eteone sp,1,Correct
SFBay,Macoma expansa,1,Correct
SFBay,Armandia brevis,1,Correct
SFBay,Nemertea,1,Correct
SFBay,Marenzelleria viridis,1,Correct
SFBay,Mya arenaria,1,Correct
SFBay,Rhepoxynius homocuspidatus,1,Correct
SFBay,Ampithoe valida,1,Correct
SFBay,Trochochaeta multisetosa,1,Correct
SFBay,Modiolus sp,1,Correct
SFBay,Phyllodoce longipes,1,Correct
SFBay,Heteromastus filobranchus,1,Correct
SFBay,Malmgreniella sp,1,Correct
SFBay,Paraprionospio pinnata,1,Correct
SFBay,Prionospio (Minuspio) lighti,1,Correct
SFBay,Notomastus sp,1,Correct
SFBay,Pilargis berkeleyae,1,Correct
SFBay,Podocopida,1,Correct
SFBay,Macoma petalum,1,Correct
SFBay,Paleanotus bellis,1,Correct
SFBay,Odostomia sp,1,Correct
SFBay,Apoprionospio pygmaea,1,Correct
SFBay,Maldanidae,1,Correct
SFBay,Ampharete labrops,1,Correct
SFBay,Cumella sp,1,Correct
SFBay,Sinocorophium heteroceratum,1,Correct
SFBay,Americhelidium sp,1,Correct
SFBay,Caprella equilibra,1,Correct
SFBay,Cryptomya californica,1,Correct
SFBay,Mytilus sp,1,Correct
SFBay,Protothaca sp,1,Correct
SFBay,Tubulanus sp,1,Correct
SFBay,Macoma nasuta,1,Correct
SFBay,Neotrypaea sp,1,Correct
SFBay,Owenia collaris,1,Correct
SFBay,Pectinaria californiensis,1,Correct
SFBay,Tellina modesta,1,Correct
SFBay,Tenonia priops,1,Correct
SFBay,Gnathopleustes pugettensis,1,Correct
SFBay,Monocorophium insidiosum,1,Correct
SFBay,Amphiodia sp,1,Correct
SFBay,Glycera americana,1,Correct
SFBay,Odontosyllis phosphorea,1,Correct
SFBay,Paradexamine sp SD1,1,Correct
SFBay,Pyromaia tuberculata,1,Correct
SFBay,Aricidea (Acmira) lopezi,1,Correct
SFBay,Sigambra tentaculata,1,Correct
SFBay,Spiophanes duplex,1,Correct
SFBay,Jassa marmorata,1,Correct
SFBay,Rochefortia coani,1,Correct
SFBay,Ericthonius brasiliensis,1,Correct
SFBay,Melinna sp,1,Correct
SFBay,Munna sp,1,Correct
SFBay,Myxicola sp,1,Correct
SFBay,Rhepoxynius tridentatus,1,Correct
SFBay,Alia carinata,1,Correct
SFBay,Dyopedos sp,1,Correct
SFBay,Nutricola confusa,1,Correct
SFBay,Rochefortia tumida,1,Correct
SFBay,Pinnixa sp,1,Correct
SFBay,Podarkeopsis glabrus,1,Correct
SFBay,Golfingia sp,1,Correct
SFBay,Sphenia fragilis,1,Correct
SFBay,Cancer jordani,1,Correct
SFBay,Haliophasma geminatum,1,Correct
SFBay,Eupolymnia heterobranchia,1,Correct
SFBay,Syllis (Ehlersia) hyperioni,1,Correct
SFBay,Protomedeia articulata Cmplx,1,Correct
SFBay,Nassarius obsoletus,1,Correct
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
