"sample_id","station_id","replicate","sample_date","taxon","abundance","depth","latitude","longitude"
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Aphelochaeta glandaria Cmplx",2,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Pectinaria californiensis",2,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Paraprionospio alata",2,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Terebellidae",2,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Westwoodilla tone",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Cuspidaria parapodema",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Amygdalum pallidulum",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Parvilucina tenuisculpta",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Thyasira flexuosa",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Tritella tenuissima",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Photis sp",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Eudorella truncatula",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Gnathiidae",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Munnogonium tillerae",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Nebalia pugettensis Cmplx",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Tanaopsis cadieni",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Euphilomedes producta",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Lumbrineris latreilli",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Eulalia sp",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Subadyte mexicana",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Dipolydora socialis",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Prionospio dubia",1,230,34.11460964,-119.39124431
"BOEM23-002_2023-09-26_1","BOEM23-002",1,2023-09-26,"Phascolion sp A",1,230,34.11460964,-119.39124431
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Mooreonuphis segmentispadix",76,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Spiochaetopterus costarum Cmplx",54,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Mediomastus sp",27,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Spiophanes berkeleyorum",13,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Diastylis crenellata",10,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Paraprionospio alata",10,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Tellina carpenteri",7,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Praxillella pacifica",5,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Hippomedon sp",4,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Notomastus latericeus",4,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Pectinaria californiensis",4,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Ampelisca hancocki",3,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Westwoodilla tone",3,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Rhepoxynius bicuspidatus",3,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Maldane sarsi",3,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Astropecten californicus",2,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Bivalvia",2,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Parvilucina tenuisculpta",2,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Rhepoxynius daboius",2,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Maldanidae",2,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Cuspidaria parapodema",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Amygdalum pallidulum",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Brissopsis pacifica",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Cylichna diegensis",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Volvulella cylindrica",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Byblis veleronis",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Acidostoma hancocki",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Halicoides synopiae",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Anonyx lilljeborgi",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Eudorella truncatula",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Leucon magnadentatus",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Haliophasma geminata",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Amphipholis squamata",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Euphilomedes carcharodonta",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Paranaitis polynoides",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Nephtys caecoides",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Onuphidae",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Parexogone molesta",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Cirratulidae",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Magelona berkeleyi",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Aricidea (Acmira) catherinae",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Antalis pretiosa",1,232,34.11719307,-119.40654194
"BOEM23-003_2023-09-26_1","BOEM23-003",1,2023-09-26,"Phascolion sp A",1,232,34.11719307,-119.40654194
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Mooreonuphis segmentispadix",53,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Spiochaetopterus costarum Cmplx",38,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Mediomastus sp",22,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Spiophanes berkeleyorum",16,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Notomastus latericeus",15,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Praxillella pacifica",13,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Paraprionospio alata",13,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Terebellidae",8,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Tellina carpenteri",7,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Amphiodia urtica",7,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Parvilucina tenuisculpta",5,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Haliophasma geminata",5,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Maldane sarsi",4,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Tubulanidae",3,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Thyasira flexuosa",3,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Westwoodilla tone",3,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Diastylis crenellata",3,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Maldanidae",3,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Nephtys caecoides",3,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Prionospio sp",3,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Pista wui",3,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Aricidea (Acmira) catherinae",3,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Ampelisca sp",2,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Bruzelia tuberculata",2,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Munnogonium tillerae",2,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Cirratulidae",2,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Owenia johnsoni",2,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Lineus bilineatus",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Cuspidaria parapodema",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Pentamera populifera",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Ampelisca pacifica",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Rhepoxynius bicuspidatus",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Diastylis pellucida",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Caecognathia crenulatifrons",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Tanaella propinquus",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Chloeia pinnata",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Glycera americana",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Hemipodia simplex",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Scoletoma sp C",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Pholoe glabra",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Sthenelais tertiaglabra",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Parexogone molesta",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Lysippe sp A",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Dipolydora socialis",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Leitoscoloplos pugettensis",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Aricidea (Acmira) lopezi",1,234,34.12139568,-119.42105524
"BOEM23-004_2023-09-26_1","BOEM23-004",1,2023-09-26,"Phascolion sp A",1,234,34.12139568,-119.42105524
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Amphiodia urtica",13,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Nephasoma sp",12,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Euphilomedes producta",10,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Spiophanes berkeleyorum",9,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Praxillella pacifica",8,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Brissopsis pacifica",6,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Caecognathia crenulatifrons",6,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Spiochaetopterus costarum Cmplx",6,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Photis brevipes",5,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Mooreonuphis segmentispadix",5,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Pectinaria californiensis",5,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Diastylis crenellata",4,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Decamastus gracilis",4,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Axinopsida serricata",3,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Echinoidea",3,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Ampelisca sp",3,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Tritella tenuissima",3,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Eyakia robusta",3,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Paraprionospio alata",3,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Pista wui",3,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Tellina carpenteri",2,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Westwoodilla tone",2,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Haliophasma geminata",2,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Nephtys caecoides",2,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Falcidens longus",1,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Ascidiacea",1,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Cuspidaria parapodema",1,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Parvilucina tenuisculpta",1,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Cylichna diegensis",1,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Pentamera populifera",1,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Ampelisca agassizi",1,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Ampelisca careyi",1,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Nicippe tumida",1,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Rhepoxynius bicuspidatus",1,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Diastylis sentosa",1,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Eudorellopsis longirostris",1,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Campylaspis rubromaculata",1,206,34.13691855,-119.41087535
"BOEM23-005_2023-09-26_1","BOEM23-005",1,2023-09-26,"Ophiuroidea",1,206,34.13691855,-119.41087535
